conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,91E+18;Sat Mar 29 12:35:24 +0000 2025;0;@toe_giman @Belangtiga Masih percaya??? Kenaikan ppn 12% hanya barang mewah kalau ada kenaikan minta balik ke penjualnya nyuruh ribut dibawah. kenyataannya semua naik tak terkecuali. Sekarang digadang gadang harga stabil kaya rentenir aja naikkin dulu dan setelahnya dibilang gkada kenaikan.;1,91E+18;;toe_giman;in;;0;0;0;https://x.com/amelcewaw/status/1905961990486716813;1,66E+18;amelcewaw
1,91E+18;Sat Mar 29 10:03:46 +0000 2025;0;@tham878 Beli minum di alfa tu kena ppn ya blok goblok Tololll asli;1,91E+18;;tham878;in;;0;0;0;https://x.com/aratakareigen12/status/1905923832525000786;9,33E+17;aratakareigen12
1,91E+18;Sat Mar 29 07:16:58 +0000 2025;0;@inisialnyaWRD @tham878 Contoh pajak buat yang nggak bayar pajak penghasilan: **Pajak Pertambahan Nilai (PPN)**. PPN 12% di 2025 ditambahin ke harga barang/jasa kayak beli makanan di kafe atau naik transportasi. Jadi meski penghasilan di bawah Rp 4 5 juta/bulan bebas pajak penghasilan (per UU HPP) ;1,91E+18;;inisialnyaWRD;in;;0;0;0;https://x.com/grok/status/1905881853417976036;1,72E+18;grok
1,91E+18;Sat Mar 29 07:10:29 +0000 2025;2;Gaji di bawah 4 5 jt tetep aja kena PPN 11/12 x 12% itu ege. Bebal amat;1,91E+18;;;in;;0;0;0;https://x.com/bobinsoo/status/1905880225612706129;1,01E+18;bobinsoo
1,91E+18;Sat Mar 29 04:24:03 +0000 2025;3;@blueordinari @sahaetaanjink @RezaUnscripted Ada bro lapangan kerja lagi diusahain ini untuk tni sama polri rakyat biasa? Ya nganggur lah ngapain dipikirin Listrik 2 bulan itu juga awalnya upaya biar kenaikan PPN 12% ga bikin ekonomi goyah eh diprotes PPN nya tetep 11% listriknya terlanjur diskon malu ditarik.;1,91E+18;;blueordinari;in;;0;1;0;https://x.com/oldnewbuddy/status/1905838339280019534;3160994970;oldnewbuddy
1,91E+18;Sat Mar 29 03:20:37 +0000 2025;0;@MMainlele @Dennysiregar7 prabowo adalah penguasa negara seharusnya dia menerbitkan perpu seperti yang dilakukan nya untuk PPN 12% tapi kenyataan hari ini dia menutup mata tidak berpihak kepada rakyat https://t.co/5J3TQqz20o;1,91E+18;;MMainlele;in;;0;0;0;https://x.com/ebonXboy/status/1905822375972934139;9,60E+17;ebonXboy
1,91E+18;Sat Mar 29 00:45:40 +0000 2025;0;@txtdrimedia yg jd pertanyaan di benak gw aksi protes dari mulai ppn 12% sampai ruu tni/polri sama terungkapnya kasus mega korupsi ditanggapi mayoritas masyarakat seperti apa?;1,91E+18;;txtdrimedia;in;;0;0;0;https://x.com/arif_dayat15/status/1905783380953993404;1,41E+18;arif_dayat15
1,91E+18;Fri Mar 28 21:14:03 +0000 2025;0;@Miko_nglad @PngAdilnR4kyt gimana caranya boikot bosku. dengan hidup di dalam gua? bosku bisa online itu saja paket internetnya sudah kena PPN 12%;1,91E+18;;Miko_nglad;in;;0;0;0;https://x.com/BongCloud539123/status/1905730126383611993;1,82E+18;BongCloud539123
1,90E+18;Fri Mar 28 17:10:05 +0000 2025;0;@jianwwbn Pas itu soal kenaikan PPN 12% gitu deh. Jujur aku kecewa bgt berarti kalo gini beneran pemerintah yg bayar buzzer kan ya https://t.co/S3XolKZRRV;1,91E+18;https://pbs.twimg.com/media/GnJLnMCbgAADiXy.jpg;carulabloom;in;;0;0;0;https://x.com/carulabloom/status/1905668731721941190;1,86E+18;carulabloom
1,91E+18;Fri Mar 28 13:47:21 +0000 2025;0;Guysss katanya ppn 12% batal? Kok ini ppn 12%? Mohon penjelasannya doonggg https://t.co/EeCfArzKM3;1,91E+18;https://pbs.twimg.com/media/GnIdM0bbgAIEXJt.jpg;;in;;0;0;0;https://x.com/txtdarilangitt/status/1905617708877840774;354062322;txtdarilangitt
