conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,885E+18;Thu Jan 30 16:22:41 +0000 2025;0;yaallah kgn https://t.co/06Jjvb5Z9h;1,885E+18;https://pbs.twimg.com/amplify_video_thumb/1884773240205463552/img/ABOZA-dBEQpauXXU.jpg;;in;;0;1;0;https://x.com/jijeling/status/1885000694253674857;1,79422E+18;jijeling
1,885E+18;Thu Jan 30 16:22:14 +0000 2025;0;Bayi baru 3 bulan jelas gak bisa bicara anjirr kocaq emang.;1,885E+18;;;in;Tangerang, Indonesia;0;0;0;https://x.com/0x0xeasy/status/1885000580676157951;1,79039E+18;0x0xeasy
1,885E+18;Thu Jan 30 16:21:41 +0000 2025;0;Reply teraneh alias bego.;1,885E+18;;;in;Tangerang, Indonesia;0;0;0;https://x.com/0x0xeasy/status/1885000442079523274;1,79039E+18;0x0xeasy
1,885E+18;Thu Jan 30 16:20:39 +0000 2025;0;mbg noh gagal;1,885E+18;;;in;;0;0;0;https://x.com/jijeling/status/1885000183169392900;1,79422E+18;jijeling
1,88484E+18;Thu Jan 30 16:19:25 +0000 2025;0;@haiichewy WKWKWK aku saranin kl bing ambil pak zainal abidin aja beliau dosen ikom jarang masuk soalnya beliau jg ngurusin kkn di kelas juga cerita2 trs. tugas standar ga trlalu byk dan masih gampang kok tugasnya. nilai aman bgt uas bikin video drama uts;1,885E+18;;haiichewy;in;;0;1;0;https://x.com/jijeling/status/1884999870882488586;1,79422E+18;jijeling
1,885E+18;Thu Jan 30 16:17:47 +0000 2025;0;Yang ruwet dari penerapan ppn 12% bayangan (karena realitanya masih 11%) adalah keabsahan kontrak2 yang udah jalan harus diaddendum per januari 2025 tapi mereka juga harus dibayar terkait progress pekerjaan. Jadi tumpang tindih. Belum lagi selisih dpp awal dibanding 11/12. ;1,885E+18;;;in;United Kingdom;0;0;0;https://x.com/JualanAspal/status/1884999461195395143;127399596;JualanAspal
1,885E+18;Thu Jan 30 16:17:23 +0000 2025;0;Tahu pake telur emang enak pertama kali di masakin istri mantap poll tapi belum pernah cobain tek bisa jadi rekomendasi ni.;1,885E+18;;;in;Tangerang, Indonesia;0;0;0;https://x.com/0x0xeasy/status/1884999358435004840;1,79039E+18;0x0xeasy
1,88465E+18;Thu Jan 30 16:14:14 +0000 2025;0;@berlianidris Udah di td wkakakaka...;1,885E+18;;berlianidris;in;Tangerang, Indonesia;0;0;0;https://x.com/0x0xeasy/status/1884998565543772458;1,79039E+18;0x0xeasy
1,885E+18;Thu Jan 30 16:07:36 +0000 2025;0;Lebih tepatnya transportasi umumnya.;1,885E+18;;;in;Tangerang, Indonesia;0;0;0;https://x.com/0x0xeasy/status/1884996896890163626;1,79039E+18;0x0xeasy
1,88499E+18;Thu Jan 30 15:58:56 +0000 2025;5;Gabisa mencintaimu 100% Soalnya kena ppn 12%;1,88499E+18;;;in;埼玉県深谷市;0;4;0;https://x.com/kalemajayah/status/1884994714476368058;1,31267E+18;kalemajayah
1,88483E+18;Thu Jan 30 15:53:06 +0000 2025;0;@tanyarlfes Gua kira nganggur tau-tau nya grep grep anjay.;1,88499E+18;;tanyarlfes;in;Tangerang, Indonesia;0;0;0;https://x.com/0x0xeasy/status/1884993249770975687;1,79039E+18;0x0xeasy
1,88487E+18;Thu Jan 30 15:48:02 +0000 2025;0;@onnovaturient @tanyakanrl icikiwir.;1,88499E+18;;onnovaturient;in;Tangerang, Indonesia;0;0;0;https://x.com/0x0xeasy/status/1884991971925909813;1,79039E+18;0x0xeasy
1,88486E+18;Thu Jan 30 15:42:09 +0000 2025;0;@sylusmetaphor99 salah jika 1000%(atau sebut saja 10) dikalikan dengan ppn di negara ini (12%). kamu hanya mendapatkan 1.2 atau 120%. terima kasih;1,88499E+18;;sylusmetaphor99;in;;0;1;0;https://x.com/cheizura/status/1884990491613425912;1,2659E+18;cheizura
1,88498E+18;Thu Jan 30 15:26:02 +0000 2025;0;@OposisiCerdas turunkan lagi harga kebutuhan pokok yg terlanjur naik gara2 issue PPN 12 %;1,88499E+18;;OposisiCerdas;in;;0;0;0;https://x.com/an46949/status/1884986437642371260;1,83029E+18;an46949
1,88499E+18;Thu Jan 30 15:26:00 +0000 2025;0;ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp;;;;;;;;;;;
1,88484E+18;Thu Jan 30 15:18:20 +0000 2025;1;@haiichewy @barberborrrrrr @YUPIEN_FESS kak itu km diboongin;1,88498E+18;;haiichewy;in;;0;1;0;https://x.com/jijeling/status/1884984496816279846;1,79422E+18;jijeling
1,88498E+18;Thu Jan 30 15:06:29 +0000 2025;0;ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp;;;;;;;;;;;
1,88498E+18;Thu Jan 30 14:48:24 +0000 2025;0;Yutub Prem di aplikasi kok mahal banget sekarang apa karna PPN 12%?;1,88498E+18;;;in;;0;0;0;https://x.com/swbcrvt16/status/1884976967952543849;1,28125E+18;swbcrvt16
